id,comment_text,is_toxic,p_is_toxic,flags,label_is_toxic
032a0456f11996d3,Call 'em like you see 'em is refreshing around here.,0,0.808,is_toxic=FN(p=0.81),1
038eb361452a27e4,that is to say are you gay or straight?,0,0.894,is_toxic=FN(p=0.89),1
03b3207ff8f5a73e,"Where the Hell is Kisame's Section? 

Well? and dont bother telling me to sign my post, cuz i cant figure out how",0,0.85,is_toxic=FN(p=0.85),1
03c1fe4f80b698d0,"""
Condolences to you, your wife and family...my prayers are with you..  ☥  """,0,0.812,is_toxic=FN(p=0.81),1
03d425c71927aef4,How dare you block me without cause you had no right and are abusing your position. If you don't I will demand your immediate removal as an administrator. Tannim,0,0.856,is_toxic=FN(p=0.86),1
04044a4591faac27,Did you poop in your pants? —,0,0.811,is_toxic=FN(p=0.81),1
04403931cddb62a8,I Don't Wanna Grow Up,0,0.804,is_toxic=FN(p=0.80),1
04516f4c89825d29,I smell like octopus poo and wee,0,0.849,is_toxic=FN(p=0.85),1
049aa7969ccd93ff,"""

As for the arguements that abo should be included .. it already is. Wanker is used alot, but only as a common noun, and the usuage isn't unique. Same for the other words mentioned.

Though other commonwealth countries (such as new zealand) may use cunt in a similar fashion, Australians do seem to use it more. However, this arguement is irrelevent since many """"Australian"""" words such as """"mate, bloke"""" etc are used extensively in NZ, and the UK, though are still in the article.
R0m""",1,0.067,is_toxic=FP(p=0.07),0
05102d36c48d5766,Your pretty special you know love all you guys. and girls,0,0.904,is_toxic=FN(p=0.90),1
0536d2f25f58e41d,because you blocked me,0,0.886,is_toxic=FN(p=0.89),1
05476e7b7750269d,"Wow J Delanoy, you must really love Brit Hume and hate science!!!!!",0,0.823,is_toxic=FN(p=0.82),1
054b37be76678daa,"I'm sorry that I must say this. I have never come across a more idiotic editor on Wikipedia. Congratulations on making it to the top of my list. I mean that in a congratulatory sense entirely; in no way is it meant to offend or sound sarcastic. I wouldn't call you an editor though. You're more of a pollutant to this project and one with extreme perversion of perception. Please reread the discussion at the talk page. Based on what you last posted there it is painfully obvious that you ignored, or did not comprehend, much of what I tried explaining to you multiple times at that talk page.",1,0.165,is_toxic=FP(p=0.16),0
05794a042eca3645,"You act like you are constructive and you make sense; but I honestly think you are reverting changes just out of stubbornness. You are not being honest, nor you are being constructive. I think you guys have some sort of agenda that you are not being honest about.",0,0.823,is_toxic=FN(p=0.82),1
05effda0587a8ac5,People like you 359 take he virtual world way too seriously. You are obviously trying to make up for a lack of achievement in your real life which you spend too little time. Do you really think any of this is important? Do you really think the work (I use that word lightly)you do here is going to help anyone anywhere ever? Its not! You are a hack and you would be better off taking up bowling or at least something that gets you out of the house... I feel sorry for you old man. You are a sad soul.,0,0.868,is_toxic=FN(p=0.87),1
0640e0bf385935a2,"""
MFNickster, I am not sure if you have ever had any exposure to
argumentative fallacies, but just because she did not write about
""""exterminating the Negro Population"""" in her biographical accounts
does not mean it was an idea she was wholly against. There seems to
be enough evidence out there to warrant a section in the article re:
this topic.  I am not sure why you have such a hard on for her. Was she your grandmother or something?""",1,0.115,is_toxic=FP(p=0.11),0
066473de21c43cf0,"Not really sure what the issue is here 

What is The Name of the Rose? It is a book. Is it a fictional library? No, it is not. Is it a fictional librarian? No, it is not, for a real book cannot be a fictional anything. So stop bloody adding real things to categories for fictional things. Not that difficult, really.",1,0.154,is_toxic=FP(p=0.15),0
06720dd1b53a174a,"Did you know that out of 10 million people, all of them said that both Dylan and Cole Sprouse are gay. The funny thing is that all the people asked found they are both equally gay. In fact all the people who like they are probably gay themselves who also like Hannah Montana. I bet you didn't know that",0,0.842,is_toxic=FN(p=0.84),1
06721fb378d3ff20,"LET ME ASK U 1 QUESTSHUN (SP), Y R U RACIST? WERE WILL IT GET U? HAS ANYTHIN UVE EVR DONE MADE UR LIFE BETTA?",0,0.822,is_toxic=FN(p=0.82),1
068e14faad3180b8,"""

Let me get this straight, my last post, is cause for you to post something on mine saying last warning I'm going to be banned? I didn't 'accuse' you of enlisting someone else, I thought you had but you didn't it turns out, so basically by saying """"are you trying to bore me?"""" that is why you are threatening to ban me? YOU KEEP POSTING ON MY TALK PAGE. STOP POSTING AND COMPLAINING AND THEN POSTING AGAIN. I'm not doing anything wrong. Take some responsibility  """,0,0.818,is_toxic=FN(p=0.82),1
06d33e0b46240355,"Yes. I was there, too. I hate to tell you this, but Jay don't like you. He thinks you're a very bad vandal. You've been blocked permanently from editing HRWiki. —",0,0.816,is_toxic=FN(p=0.82),1
07200a455b9886d3,"nonsense 

are you a boy or a girl",0,0.889,is_toxic=FN(p=0.89),1
0745d180f581d7d0,Hey Muhandes why dont you get a life.,0,0.963,is_toxic=FN(p=0.96),1
07626231559eb6cb,Are you kidding? Take your threats and shove em.,0,0.855,is_toxic=FN(p=0.86),1
07ae995e5c2b62f3,(Lol becuase you are god of wiki!),0,0.836,is_toxic=FN(p=0.84),1
07f2d2d41a11b19c,"bigjkim

why do you like Jews so much ? why are you so pro-israel. its not even your country. better yet, its not even A country.",0,0.828,is_toxic=FN(p=0.83),1
07f9f5c2892facb8,". And to you you conservative being, you are a M Cosgrove defender. Admit it yourself",0,0.893,is_toxic=FN(p=0.89),1
088dae1e1e101c58,"Block me? Look buddy, you dont even come close to being an admin on this site. Try to impress someone else. Why don't you pretend to be Yanksox again?",0,0.851,is_toxic=FN(p=0.85),1
08a1aa382f7d9027,"""

 MS JACKSON LYRICS 

[Andre 3000]
Yeah this one right here goes out to all the baby's mamas, mamas...
Mamas, mamas, baby mamas, mamas
Yeah, go like this

CHORUS: Andre 3000
I'm sorry Ms. Jackson [OOOH]
I am for real
Never meant to make your daughter cry
I apologize a trillion times
I'm sorry Ms. Jackson [OOOH]
I am for real
Never meant to make your daughter cry
I apologize a trillion times

[Big Boi]
My baby's drama mama, don't like me
She be doin things like havin them boys come from her neighborhood 
to the studio tryin to fight me
She need to get a, piece of the american pie and take her bite out
That's my house, I'll disconnect the cable and turn the lights out
And let her know her grandchild is a baby, and not a paycheck
Private school, daycare shit, medical bills, I pay that
I love your mom and everything, but see I ain't the one who laid down
She wanna rib you up to start a custody war, my lawyers stay down
She never got a chance 
to hear my side of the story we was divided
She had fish fries and cookouts 
for my child's birthday I ain't invited
Despite it, I show her the utmost respect when I fall through
All you, do is defend that lady when I call you, yeah

CHORUS:
I'm sorry Ms. Jackson [OOOH]
I am for real
Never meant to make your daughter cry
I apologize a trillion times
I'm sorry Ms. Jackson [OOOH]
I am for real
Never meant to make your daughter cry
I apologize a trillion times

[Andre 3000]
Me and your daughter.. got a special thang goin on
You say it's puppy love (arf arf arf)
We say it's full grown (ARF ARF WOOF!)
Hope that we feel this.. feel this way forever
You can plan a pretty picnic
but you can't predict the weather, Ms. Jackson

Ten times out of nine, now if I'm lyin; fine
The quickest muzzle throw it on my mouth and I'll decline
King meets queen, then the puppy love thing, together dream
bout that crib with the Goodyear swing
on the oak tree, I hope we feel like this forever
Forever, forever, ever, forever, ever?
Forever never seems that long until you're grown
And notice that the day by day ruler can't be too long
Ms. Jackson my intentions were good I wish I could
become a magician to abracadabra all the sadder
thoughts of me, thoughts of she, thoughts of he
Askin what happened to the feelin that her and me
Had, I pray so much about it need some knee, pads
It happened for a reason one can't be, mad
So know this, know that everything is cool
And yes I will be present on the first day of school, 
and graduation

CHORUS:
I'm sorry Ms. Jackson [OOOH]
I am for real
Never meant to make your daughter cry
I apologize a trillion times
I'm sorry Ms. Jackson [OOOH]
I am for real
Never meant to make your daughter cry
I apologize a trillion times

[Big Boi]
Uh, uh, yeah
""""Look at the way he treats me"""" 
Shit, look at the way you treat me
You see your little nosy-ass homegirls 
done got your ass sent up the creek G
Without a paddle, you left to straddle 
and ride this thing on out
Now you and your girl ain't speakin no more 
cause my dick all in her mouth
You know what I'm talking about Jealousy, infidelity, envy
Cheating to beating, and D to the G they be the same thing
So who you placin the blame on, you keep on singin the same song
Let bygones be bygones, you can go on and get the hell on
You and your mama

CHORUS:
I'm sorry Ms. Jackson [OOOH]
I am for real
Never meant to make your daughter cry
I apologize a trillion times
I'm sorry Ms. Jackson [OOOH]
I am for real
Never meant to make your daughter cry
I apologize a trillion times
I'm sorry Ms. Jackson [OOOH]
I am for real
Never meant to make your daughter cry
I apologize a trillion times
I'm sorry Ms. Jackson [OOOH]
I am for real
Never meant to make your daughter cry
I apologize a trillion times""",0,0.929,is_toxic=FN(p=0.93),1
08f4270aad0adde8,"UNBELIEVABLE you went ahead and removed the section unilaterally without waiting from comments from other editors. I'm warning you Wee, abstain from any more disruptive and borderline vandalism editing.",1,0.153,is_toxic=FP(p=0.15),0
0945c163c7c11a62,Go stick an icepick through your sku11 and do everyone a favour.,0,0.806,is_toxic=FN(p=0.81),1
09eb7d87b8c24ca5,"Please stop. If you continue to ignore our policies by introducing inappropriate pages to Wikipedia, you will be blocked.",1,0.122,is_toxic=FP(p=0.12),0
0a11b7ca1b63fe94,"all the sources to eusebius and africanus and Septuagint are all here in wikipedia and apparently youre too stupid to link it as you read it or too lazy to go look thru Wikipedia to find it and see its there. You know-it-alls are like those who negligently built the dykes of new orleans, you should die with the victims who did in new orleans when you negligenlty take any structural matter into your hands, your wives and children should right before your eyes due to the evil in your atitude to correct. You killed Jesus beacuse you think you correct his behavior. Your turn is coming soon, watch your back, God is there.",0,0.878,is_toxic=FN(p=0.88),1
0a21240c11a649a7,"Ho Be quit, i mean you have NO life if you really care about this",0,0.8,is_toxic=FN(p=0.80),1
0a9d850fafe780cd,"Just checked you history. You are a Kannada right? You don't have any history to write about Kannadigas? 

You motivated moron targeting and deleting Tamil identities in all possible ways.

I don't know how Wikipedia is allowing guys like you to go ahead with clear conflict of interest. I am writing to the highest authority about 5 guys like you playing with gods and history relating to India and Hinduism.

Will slipper you if i receive one more notification from you.",0,0.802,is_toxic=FN(p=0.80),1
0aaa0115648ea34f,"Listen 

I don't care WHO you are! I run things in this town! ME!",0,0.838,is_toxic=FN(p=0.84),1
0ab3c30c6c0c3614,I have responded now stop wasting my time I have just contacted two MEPs trying to keep my fiancee alive idiots like yhou will destroy any reputation wiki has. If you collude with murder what good are you 24 hours then do what you want I will refrain from posting anyting on your pages now stop bothering me I am busy for a while.,0,0.818,is_toxic=FN(p=0.82),1
0b01850f43823f2a,"POV
Why is Wikipedia deciding how many times he should have shot intruders??   Why don't you just stop being what you're kNOWN for, Wiki, BIAS.  Just tell the facts.",0,0.813,is_toxic=FN(p=0.81),1
0b72bb22194d4091,"""
Keep kidding yourself. Thats the fanboy site you are using for your third """"reference"""". You people are clueless. Goodbye.70.107.178.89  """,0,0.803,is_toxic=FN(p=0.80),1
0bc1de1601fb8b91,You really need a life dude.,0,0.895,is_toxic=FN(p=0.90),1
0c51c8a2b74e9271,"""::::Oh, I thought he was """"tryna"""" make me look stupid.  21:07, 8 June 2006

""",0,0.926,is_toxic=FN(p=0.93),1
0cf393f7e74205d1,keep your trash out of my personal page or else you'll have big problems.,0,0.84,is_toxic=FN(p=0.84),1
0da6a405ab2953b9,"""

 Is that the best you can say? 

WOW! Making a little speech in my user talk page really shows how immature you are. God, you are such a child. How old are you? 15? And those aliases are from video games in case you haven't figured that out. And you've been blocked twice before. The fact is you are anal retentive and cry like a little baby everytime things don't go your way. You're just like Daymee. Now why don't you do us both a favor and deal with your new stalker friend instead of bothering me. P By the way, what the hell does the B in your username stand for?  —Preceding unsigned comment added by 70.127.205.121   """,0,0.95,is_toxic=FN(p=0.95),1
0da983f07dc0e926,"""
Yea, it would be on the talk page.  The only reason I threw in a flair of sternness in the template was because of some of the questionable interpretations I just came across: """"This sonnet has suggestions of references to masturbation Then, beauteous niggard, why dost thou abuse. The suggestion is that the male in the sonnet should be procreation to preserve his beauty rather than engaging in self-pleasure."""".  Don't you love that?  """,1,0.11,is_toxic=FP(p=0.11),0
0e40bbbdde2864b2,"""

You know... maybe it's me... you are either the 4th or 5th person to turn this on me. The guy put """"when you buy an American car, you must afterwards have sex with your cousin, because that's what [Americans] do."""" I took it off... the guy came back with a sockpuppet (its all on the Jeremy Clarkson talk page...) then I got blocked for a week for reverting the guys vandalism and the incest remark was put back.,.. its not some thing I dont agree with.. its vandalism.. ? you cant say something like that with no source?? I could put that on ANY page with no source...!! It's clear cut vandalism... the first half of the sentence is an actual quote.. but he's spiced it up with some incest.. and I've now been blocked once nearly twice by you for taking it off... and 'Ryulong' thinks im talking about something else and is sending me smug emails so i told him to get lost and he wouldnt so i told him to F.O... thats life...

I said 55 messages because everytime I do anything now I get a YELLOW messgae over and over.

So what about this incest... you are the last guy to put it on there now... how do you feel?

Ryulong, you are so desperate to have the article say that Americans have sex with their cousins why dont YOU provide the source right here and now... I've looked on GOOGLE... you got something else up your sleeve?

 86.29.117.118 """,0,0.881,is_toxic=FN(p=0.88),1
0e81191bcccaef70,Only a NUTCASE liberal could make a statement as ABSURD as has >,1,0.165,is_toxic=FP(p=0.17),0
0eaa531862910317,"Spats of vandalism? Maybe it is karma for not minding your own business. Or more simple stated ... because you act like another wiki-dick, like Shii, POD, DMack, ad nauseum. Chew on that ... better that sugar cookies that rot your teeth. ~FU~ 68.35.28.79",0,0.892,is_toxic=FN(p=0.89),1
0eb012b6f2d8d7c8,"Request to Unblock
I began writing the following statement (excepting its two postscripts) before I was blocked. I suspect that User: AuburnPilot had me blocked, in order to prevent me from complaining to administrators about his misconduct. Although I was directed to request an unblock of User: Physicq210, who had blocked me, requesting such of the latter would require that I censor myself, and write as though User: Physicq210 had acted in good faith, and was one of the good guys. That would be surreal, and would give User: Physicq210 a moral legitimacy belied by his actions. And so, the following request for unblocking is directed at any administrator BUT User: Physicq210, but since I’m not a devious sort, I have nothing against the latter reading this. Indeed, I want User: Physicq210 to read it. For if I can be banned from Wikipedia for standing up to censors, then it is vastly preferable to go down fighting, than to go down the long dark road of self-abnegation and self-censorship, including the use of bad English. After all, if I wanted to be a lackey, I could go to graduate school.

WIKI Administrators’ Notice Board Incidents
http://en.wikipedia.org/wiki/Wikipedia:Administrators%27_noticeboard/Incidents

User: AuburnPilot

A few days ago, User: AuburnPilot began stalking me, checking wherever I had made edits, and going to the articles in question and vandalizing them. He or she has been manipulating Wikipedia rules as cover for what is clearly political censorship. User: AuburnPilot cannot even stand for Wikipedia readers to find out about factual material that upsets his political applecart through footnotes. Zero tolerance!

He claims of any source he politically dislikes, that it is either “spam” or a “blog” (or “POV,” another favorite dodge for those at Wikipedia seeking to censor those who fail to conform to their own POV), even though the one source is a previously published, classic magazine article otherwise unavailable on the Web (http://geocities.com/nstix/waronpolice.html), which the author has seen fit to publish on his Web site, and the other source is the longest, most thorough exposé yet published on the Duke rape hoax (http://vdare.com/stix/070113_duke.htm).

Note that I am not even talking about censoring writing within articles, since I hadn’t done any writing on the articles in question: Crystal Gail Mangum, Michael Nifong, 2006 Duke University lacrosse team scandal and Racial profiling.
I’ve been involved in edit wars before, though I have never been the aggressor, and have never initiated an elective edit war, though given the self-assurance that aggressors such as User: AuburnPilot exude, perhaps I ought to reconsider that position. It seems that aggressors rule here.

The reason I am making a formal complaint is that User: AuburnPilot has tonight upped the ante, threatening to have me banned
(http://en.wikipedia.org/w/index.php?title=User_talk:70.23.199.239&redirect;=no), if I do not surrender to his censorship. Should you find for me, please serve this individual with the wikiquivalent of a cease-and-desist order. Should you, however, find for the censor, please provide an Index of banned publications and a list of official wikicensors.

P.S. January 19, 2007 115A EST. Since beginning this complaint, I see that User: AuburnPilot has in fact succeeded at getting a crony, User: Physicq210, to block me, thus not only getting administrative support in censoring me, but preventing me from responding to his thuggery. (And no, I am not going to use cutesy, euphemistic language. If I were into such deception, I would have become a liar, er, lawyer, and would be worthless as an encyclopedist.) And I was unable to e-mail User: Physicq210 because I am not logged in and “You must be logged in and have a valid authenticated e-mail address in your preferences to send e-mail to other users.” (http://en.wikipedia.org/wiki/Special:Emailuser/Physicq210)

If this isn’t cyber-Stalinism, I don’t know what is! So, let me get this straight. Stalking and censoring an editor while using the equivalent of smiley faces (User: AuburnPilot’s penchant for saying “Thank you” after vandalizing one’s links) is “civil,” but complaining about such abuse counts as “spam, disruption, incivility, and personal attacks.” If that is verily so, then 2 + 2 = 5.

P.P.S The message here says that I was “temporarily blocked from editing Wikipedia as a result of your disruptive edits.” What the heck is that supposed to mean? For restoring footnotes and links that User: AuburnPilot had vandalized? If that constitutes “disruptive edits,” then you’ve utterly given up on honest English and all human decency. Sorry, but I don’t have any sympathy for the Devil.",1,0.076,is_toxic=FP(p=0.08),0
0f22da9d24ecb955,I wanna beeeeeeeeeeeeeer!!!!! Why wanna you give ma beeeeeeeeeeer? Wuauahua! I wanna my momma!,0,0.817,is_toxic=FN(p=0.82),1
100dfea42831ae74,"RBI 

MY BUM

LOL IM NOT STOPING",0,0.809,is_toxic=FN(p=0.81),1
1032f0fbf67485b1,"Your One Of The Person's Who Deleted My Page 

I'm Mad At You.You Dissapoint Me.Everyone is deleting And I'm Gonna Write A Note To The Wikipedia Company.O.K Do You Get That Strait!.( )",0,0.828,is_toxic=FN(p=0.83),1
10a8b2d3c5193921,"Alison Crawford 

You and this other turd Riana dumped the article about Alison Crawford. Odds are you're not even in the UK to know who she is. It's hard to get over the fact that non-notable maggots like you can go around policing at Wikipedia, playing at and pretending to be notable yourselves, and fuck up the experience for the rest of us and make Wikipedia generally less effective and useful for Wikipedia visitors in general.",0,0.834,is_toxic=FN(p=0.83),1
1107619e461ce5f3,"read this.. 

im gonna troll you forever and ever and ever, and nothings going to stop that.",0,0.849,is_toxic=FN(p=0.85),1
111602e2bbba12e4,"Hi 

Dear Sikhs,

I would request all you all to please help me in exposing Sikh Scholar, who actually is an RSS sponsered person pretending to be Sikh, please see below the kind of statements he makes to me

Wow wow so the truth is finaly out....you have spoken like a true Hindu RSS wala......is that the way a scholar speaks...wow...(my answere to him)

(Sikh Scholars comments to me)....... stupid dumb FU*K MY great great great great grandfather was Mani Singh the greatest of Sikh matrys. Its scum like you that needs to be executed. You deserve execution - you stupid dumb fu*k everyone in my family over 500 members are Baptized Khalsa SIKHS. We have been Khalsa Sikhs for over 300 years you dumb fu*ker. Because you have insulted me and broken the teachings of the Guru Granth Sahib you deserve death -you dumb fu*ker.Sikh scholar (talk) 

(my answere to him)...Now I will be after you to expose all your RSS gang pretending to be Sikhs and being some kind of expert in Sikh religion...it my promise to you Fake scholar...

 
He is being supported by few other RSS sponsered members in Wikipedia with regards to SINGH article here.",0,0.906,is_toxic=FN(p=0.91),1
11f4fff844c3cd00,"stop. 

You are extremely annoying and I deleted that because it should not be there.  Stop leaving messages on my page weirdo.  Get a life ok",0,0.846,is_toxic=FN(p=0.85),1
126cbd80d0fde6b2,"Dude, you just lost the argument.  If you're not an admin, then you're threats of blocking me are idle.  You can't act upon them, so I can do whatever I want, and unless an actual admin comes along and sides with you (deciding this creationist statement is not trivial), you can't do a damn thing about it.  Now if you'll excuse me, I have an article to edit.",0,0.811,is_toxic=FN(p=0.81),1
12766f9ffc99c9d0,Can you just do me a favour for a minute. Stop your private little vendetta against me and stay the hell away from my user page. If it offended you then don't read it. (  ),0,0.848,is_toxic=FN(p=0.85),1
12827f8a7741adc1,"JFBurton User Page 

Your not an administrator and stop acting like you are one. People add stuff to my user page all the time. Grow Up.",0,0.901,is_toxic=FN(p=0.90),1
12b457f556f78f04,"""Propol]] drew first
blood . Well, It gets personal with me too...
line 1.
NAME OF REFFERRED ORGANIZATION...Wikimedia Foundation c/o CT Corporation System
Street address...................818 West Seventh Street 
City/State/Zipcode...............Los Angeles, California 90017
Date of Referral:................July, 28 2008

line 2
ORGANIZATION'S EMPLOYER IDENTFICATION NUMBER (EIN)... 20-0049703
line 3
NATURE OF VIOLATION:
 [X] Organization is involved in political campaign
 [X] Organization is engaged in excessive lobbying activites
 [X] Other (describe); The organization listed here is engaged in direct political lobbying and campaigning, which is in violation of IRS code 501(c)(3) which states  """"all section 501(c)(3) organizations are absolutely prohibited from directly or indirectly participating in, or intervening in, any political campaign on behalf of (or in opposition to) any candidate for elective public."""" 
line 4
DETAILS OF VIOLATION:
Name(s) of Person(s) Involved: (you know who...)

and so forth and so forth... I hope you get the drift... I will
be contacting the Wikimedia Foundation Inc. at 415-839-6885 asap and see if they can
see my Point of view... I hope they understand what is really happening here... if not..well, 
I should start printing a whole bunch of these 13909's, and have my friends send
them, as it's their right to do so under US LAW... It's personal now.  I have sufficient and competent evidence to make a case, based on some of my conversations with """"friends with some legal background"""". 

The point of this communication and a finale plea to you and the wiki office that, I'm really a nice guy and don't want to wreak your little Owellen simulation hobby, so I am giving you one last chance to really follow your wikipedian policy WP:BLP WP:NPOV WP:OWN WP:NPOV WP:COI etc... and stop the partisan bias bull donkey and do the right thing.  IF not..well I will be a good American citizen and bring information to the Government of a violation of a law. One last thing..this is not a """"legal threat"""" it's just me and friends being good citizen to bring wikimedia foundation in compliance with 
USA:TAXCODE. You hand your friends have a wiki nice day.
Post script: YOU WOULD BE A FOOL I HOPE YOU NOT TO DISMISS THIS ROB - DON'T make me follow though with this ...""",1,0.148,is_toxic=FP(p=0.15),0
12e66d871ec7d39a,"Get a Life 

Please for the love of God get a life. You're acting like a wannabe admin.",0,0.908,is_toxic=FN(p=0.91),1
132da9ce58e892c2,"""::Parminder Nagra is a current cast member and plays Dr Neela Rasgotra, so claiming """"one and only Asian female doctor"""" is quite untrue (though the comment wasn't signed so I don't know if it was written before or after her debut). But to be honest I fail to see how this is relevant considering this talk page is about the article of a fictional hospital drama.   

oh, really, wow, I am impressed, you can give us two Asian female doctors that have appeared on this show, that is impressive, can you tell us how many white female doctors have ever appeared on this show, can you count them with your ten fingers?! And when did this show start? last year? 

Furthre, can you name one single asian male doctor that has ever appeared on that show, can you?!

 What difference does it make if we can or can't?  Your repeated vandalism and obvious personal ax to grind has long destroyed any legitimate point you had to make.  You're a coward who hides behind one IP after another rather than having the courage of your convictions and getting an account.  That you insist on repeatedly making nuisance additions that are substantiated by nothing more than your own """"research"""", then insulting editors who delete material that clearly violates Wikipedia policy in the vilest terms has reduced you to the worst kind of problem who will continue to be blocked and reverted.   

Please don't feed the troll.  I've tagged a good dozen of his IPs as socks of his original account.   

you are the racist troll! shame on u! since you are the racist troll, can you tell everyone, how many white males have appeared in ER as doctors, and have you ever seen a single Asian male as a doctor in ER? You call that equal employment for everyone?!

""""ER"""" is Now a Show Where the """"Writing"""" Features """"Ass"""" and """"Pissed Off"""" Every 5 or 10 Minutes

The writing on the show """"ER"""" has been dumbed down tremendously over the years.  Every 5 or 10 minutes on the show now, the """"writers"""" insert some variation of the word """"ass"""" or the words """"pissed off.""""  This show a lack of respect for the audience, a small vocabulary, and a determination to lower the intellectual level of the show.  —Preceding unsigned comment added by 70.44.154.103   

""",0,0.819,is_toxic=FN(p=0.82),1
134c005a10f89205,You are reaching someone but I can't make out what you are trying to say and you aren't signed in so I don't know who you are.,0,0.819,is_toxic=FN(p=0.82),1
136688b07350f52b,"Already left it on the other page 

SO EITHER DISCUSS IT OR BE BANNED FROM WIKIPEDIA.",1,0.121,is_toxic=FP(p=0.12),0
147d6c7af1d50c5b,"Show you're an all powerful wikipedia admin and contact my provider (telenet) and ban me. This is what you was your threat, wasn't it? Well, I call your bluff. Do it.",0,0.879,is_toxic=FN(p=0.88),1
14ea30898b5cdb02,Oh i see how it is yall jelous cause yall a bunch of yankees and im not im gonna sue yall,0,0.815,is_toxic=FN(p=0.82),1
1508b815317f517c,"Shitush 

Shitush: who are you?

You are blatantly against Yadav's and this is horrible.

I want to speak with your supervisor.

Your derogatory language is unacceptable. Why do you enjoy such defamation? 

Because your inferior self has the power to control some webpage you automatically become the ruler. You're worldly knowledge is sub-par. Please join the rest of us in the 21st century in our struggle for equality.",0,0.8,is_toxic=FN(p=0.80),1
15521554e7c98d10,"Javier hernandez
Can you please stop reverting every little thing that I do, get a life seriously and grow up",0,0.835,is_toxic=FN(p=0.83),1
15e284ea03bf01da,"RE: Juarez 
um no you get over it get a life",0,0.81,is_toxic=FN(p=0.81),1
15eb1135c7e08836,"Check the diff, swedefag",1,0.185,is_toxic=FP(p=0.19),0
